un_number,name_zh,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantities,excepted_quantities,packing_instruction,special_packing_provisions,portable_tank_instruction,portable_tank_special_provisions
0306,弹药曳光剂,TRACERS FOR AMMUNITION,1.4G,-,-,-,0,E0,P133,PP69,-,-
0312,信号弹药筒,"CARTRIDGES, SIGNAL",1.4G,-,-,-,0,E0,P135,-,-,-
0313,发烟信号器,"SIGNALS, SMOKE",1.2G,-,-,-,0,E0,P135,-,-,-
0314,点火器,IGNITERS,1.2G,-,-,-,0,E0,P142,-,-,-
0315,点火器,IGNITERS,1.3G,-,-,-,0,E0,P142,-,-,-
0316,点火引信,"FUZES, IGNITING",1.3G,-,-,-,0,E0,P141,-,-,-
0317,点火引信,"FUZES, IGNITING",1.4G,-,-,-,0,E0,P141,-,-,-
0318,训练用手榴弹或枪榴弹,"GRENADES, PRACTICE, hand or rifle",1.3G,-,-,-,0,E0,P141,-,-,-
0319,管状底火,"PRIMERS, TUBULAR",1.3G,-,-,-,0,E0,P133,-,-,-
0320,管状底火,"PRIMERS, TUBULAR",1.4G,-,-,-,0,E0,P133,-,-,-
0321,武器弹药筒，带有爆破 装药,CARTRIDGES FOR WEAPONS with bursting charge,1.2E,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0322,火箭发动机，装有双组分 液体燃料，带有或不带发 射装药,ROCKET MOTORS W ITH HYPERGOLIC LIQUIDS with or without expelling charge,1.2L,-,-,-,0,E0,P101,-,-,-
0323,动力装置用弹药筒,"CARTRIDGES, POWER DEVICE",1.4S,-,-,347,0,E0,P134 LP102,-,-,-
0324,射弹，带有爆破装药,PROJECTILES with bursting charge,1.2F,-,-,-,0,E0,P130 LP101,-,-,-
0325,点火器,IGNITERS,1.4G,-,-,-,0,E0,P142,-,-,-
0326,武器弹药筒，无弹头,"CARTRIDGES FOR WEAPONS, BLANK",1.1C,-,-,-,0,E0,P130 LP101,-,-,-
0327,武器弹药筒，无弹头或轻 武器弹药筒，无弹头,"CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK",1.3c,-,-,-,0,E0,P130 LP101,-,-,-
0328,武器弹药筒，带惰性射弹,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE",1.2C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0329,鱼雷，带有爆破装药,TORPEDOES with bursting charge,1.1E,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0330,鱼雷，带有爆破装药,TORPEDOES with bursting charge,1.1F,-,-,-,0,E0,P130 LP101,-,-,-
0331,B型爆破炸药(B型爆炸 剂),"EXPLOSIVE, BLASTING, TYPE B(AGENT, BLASTING, TYPE B)",1.5D,-,-,-,0,E0,P116 IBC100,PP61 PP62 PP64,T1,TP17 TP32
0332,E 型爆破炸药(E型爆炸 剂),"EXPLOSIVE, BLASTING, TYPE E(AGENT, BLASTING, TYPE E)",1.5D,-,-,-,0,E0,P116 IBC100,PP61 PP62,T1,TP1 TP17 TP32
0333,烟花爆竹,FIREWORKS,1.1G,-,-,-,0,E0,P135,-,-,-
0334,烟花爆竹,FIREWORKS,1.2G,-,-,-,0,E0,P135,-,-,-
0335,烟花爆竹,FIREWORKS,1.3G,-,-,-,0,E0,P135,-,-,-
0336,烟花爆竹,FIREWORKS,1.4G,-,-,-,0,E0,P135,-,-,-
0337,烟花爆竹,FIREWORKS,1.4S,-,-,-,0,E0,P135,-,-,-
0338,武器弹药筒，无弹头或轻 武器弹药筒，无弹头,"CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK",1.4C,-,-,-,0,E0,P130 LP101,-,-,-
0339,武器弹药筒，带惰性射弹 或轻武器弹药筒,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS",1.4C,-,-,-,0,E0,P130 LP101,-,-,-
0340,硝化纤维素，干的或湿的， 按质量含水(或醇)低 于25%,"NITROCELLULOSE, dry or wetted with less than 25% water(or alcohol), by mass",1.1D,-,-,393,0,E0,P112(a) P112(b),-,-,-
0341,硝化纤维素，未改性的或 增塑的，按质量含增塑剂 低于18%,"NITROCELLULOSE, unmodified or plasticized with less than 18% plasticizing substance, by mass",1.1D,-,-,393,0,E0,P112(b),-,-,-
0342,硝化纤维素，湿的，按质量 含醇不低于 25%,"NITROCELLULOSE, WETTED with not less than 25% alcohol, by mass",1.3c,-,-,105 393,0,E0,P114(a),PP43,-,-
0343,增塑硝化纤维素，按质量 含增塑剂不低于18%,"NITROCELLULOSE, PLASTICIZED with not less than 18% plasticizing substance, by mass",1.3c,-,-,105 393,0,E0,P111,-,-,-
0344,射弹，带有爆破装药,PROJECTILES with bursting charge,1.4D,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0345,射弹，惰性带曳光剂,"PROJECTILES, inert with tracer",1.4S,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0346,射弹，带爆破装药或发射 装药,PROJECTILES with burster or expelling charge,1.2D,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0347,射弹，带爆破装药或发射 装药,PROJECTILES with burster or expelling charge,1.4D,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0348,武器弹药筒，带爆破装药,CARTRIDGES FOR WEAPONS with bursting charge,1.4F,-,-,-,0,E0,P130 LP101,-,-,-
0349,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4S,-,-,178 274 347,0,E0,P101,-,-,-
0350,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4B,-,-,178 274,0,E0,P101,-,-,-
0351,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4C,-,-,178 274,0,E0,P101,-,-,-
0352,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4D,-,-,178 274,0,E0,P101,-,-,-
0353,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4G,-,-,178 274,0,E0,P101,-,-,-
0354,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.1L,-,-,178 274,0,E0,P101,-,-,-
0355,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.2L,-,-,178 274,0,E0,P101,-,,-
0356,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.3L,-,-,178 274,0,E0,P101,-,-,-
0357,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.1L,-,-,178 274,0,E0,P101,-,-,-
0358,爆炸性物质，未另作规 定的,"SUBST ANCES, EXPLOSIVE, N. O. S.",1.2L,-,-,178 274,0,E0,P101,-,-,-
0359,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.3L,-,-,178 274,0,E0,P101,-,-,-
0360,非电引爆雷管组件，爆 破用,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",1.1B,-,-,178 274,0,E0,P131,-,-,-
0361,非电引爆雷管组件，爆 破用,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",1.4B,-,-,-,0,E0,P131,-,-,-
0362,训练用弹药,"AMMUNITION, PRACTICE",1.4G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0363,测试用弹药,"AMMUNITION, PROOF",1.4G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0364,弹药用雷管,DETONATORS FOR AMMUNITION,1.2B,-,-,-,0,E0,P133,-,-,-
0365,弹药用雷管,DETONATORS FOR AMMUNITION,1.4B,-,-,-,0,E0,P133,-,-,-
0366,弹药用雷管,DETONATORS FOR AMMUNITION,1.4S,-,-,347,0,E0,P133,-,-,-
0367,起爆引信,"FUZES, DETONATING",1.4S,-,-,347,0,E0,P141,-,-,-
0368,点火引信,"FUZES, IGNITING",1.4S,-,-,-,0,E0,P141,-,-,-
0369,火箭弹头，带有爆破装药,"WARHEADS, ROCKET with bursting charge",1.1F,-,-,-,0,E0,P130 LP101,-,-,-
0370,火箭弹头，带有爆破装药 或发射装药,"WARHEADS, ROCKET with burster or expelling charge",1.4D,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0371,火箭弹头，带有爆破装药 或发射装药,"WARHEADS, ROCKET with burster or expelling charge",1.4F,-,-,-,0,E0,P130 LP101,-,-,-
0372,训练用手榴弹或枪榴弹,"GRENADES, PRACTICE, hand or rifle",1.2G,-,-,-,0,E0,P141,-,-,-
0373,手提信号装置,"SIGNAL DEVICES, HAND",1.4S,-,-,-,0,E0,P135,-,-,-
0374,爆炸式声测装置,"SOUNDING DEVICES, EXPLOSIVE",1.1D,-,-,-,0,E0,P134 LP102,-,-,-
0375,爆炸式声测装置,"SOUNDING DEVICES, EXPLOSIVE",1.2D,-,-,-,0,E0,P134 LP102,-,-,-
0376,管状底火,"PRIMERS, TUBULAR",1.4s,-,-,-,0,E0,P133,-,-,-
0377,帽型底火,"PRIMERS, CAP TYPE",1.1B,-,-,-,0,E0,P133,-,-,-
0378,帽型底火,"PRIMERS, CAP TYPE",1.4B,-,-,-,0,E0,P133,-,-,-
0379,空弹药筒壳，带有底火,"CASES, CARTRIDGE, EMPTY, WITH PRIMER",1.4C,-,-,-,0,E0,P136,-,-,-
0380,发火物品,"ARTICLES, PYROPHORIC",1.2L,-,-,-,0,E0,P101,-,-,-
0381,动力装置用弹药筒,"CARTRIDGES, POWER DEVICE",1.2C,-,-,-,0,E0,P134 LP102,-,-,-
0382,火药系部件，未另作规 定的,"COMPONENTS, EXPLOSIVE TRAIN, N. O. S.",1.2B,-,-,178 274,0,E0,P101,-,-,-
0383,火药系部件，未另作规 定的,"COMPONENTS, EXPLOSIVE TRAIN, N. O. S.",1.4B,-,-,178 274,0,E0,P101,-,-,-
0384,火药系部件，未另作规 定的,"COMPONENTS, EXPLOSIVE TRAIN, N. O. S.",1.4S,-,-,178 274 347,0,E0,P101,-,-,-
0385,5-硝基苯并三唑,5-NITROBENZOTRIAZOL,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0386,三硝基苯磺酸,TRINITROBENZENESULPHONICACID,1.1D,-,-,-,0,E0,P112(b) P112(c),PP26,-,-
0387,三硝基芴酮,TRINITROFLUORENONE,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0388,三硝基甲苯(梯恩梯)和三 硝基苯混合物或三硝基甲 苯(梯恩梯)和六硝基芪混 合物,TRINITROTOLUENE(TNT) AND TRINITROBENZENE MIXTURE or TRINITROTOLUENE(TNT) AND HEXANITROSTILBENE MIXTURE,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0389,含有三硝基苯和六硝基芪 的三硝基甲苯 (梯恩梯)混合物,TRINITROTOLUENE(TNT) MIXTURE CONTAINING TRINITROBENZENE AND HEXANITROSTILBENE,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0390,特里托纳尔炸药,TRITONAL,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0391,环三亚甲基三硝胺(旋风 炸药；黑索今；RDX)和环 四亚甲基四硝胺(HMX；奥 克托今炸药)的混合物，湿 的，按质量含水不低于 15%;或 环三亚甲基三硝胺(旋风 炸药；黑索今；RDX)和环 四亚甲基四硝胺(HMX；奥 克托今炸药)的混合物，减 敏的，按质量含减敏剂不 低于10%,"CYCLOTRIMETHYLENE TRINITRAMINE (CYCLONITE;HEXOGEN; RDX) AND CYCLOTETRAMETHYLENE- TETRANITRAMINE(HMX;OCTOGEN) MIXTURE, WETTED with not less than 15% water, by mass or CYCLOTRIMETHYLENE- TRINITRAMINE (CYCLONITE;HEXOGEN; RDX) AND CYCLOTETRAMETHYLENE- TETRANITRAMINE(HMX;OCTOGEN) MIXTURE, DESENSITIZED with not less than 10% phlegmatizer, by mass",1.1D,-,-,266,0,E0,P112(a) P112(b),-,-,-
0392,六硝基芪,HEXANITROSTILBENE,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0393,黑沙托纳炸药,HEXOTONAL,1.1D,-,-,-,0,E0,P112(b),-,-,-
0394,三硝基间苯二酚(收敛 酸)，湿的，按质量含水或 醇和水的混合物不低 于20%,"TRINITRORESORCINOL (STYPHNIC ACID), WETTED with not less than 20% water, or mixture of alcohol and water, by mass",1.1D,-,-,-,0,E0,P112(a),PP26,-,-
0395,液体燃料火箭发动机,"ROCKET MOTORS, LIQUID FUELLED",1.2J,-,-,-,0,E0,P101,-,-,-
0396,液体燃料火箭发动机,"ROCKET MOTORS, LIQUID FUELLED",1.3J,-,-,-,0,E0,P101,-,-,-
0397,液体燃料火箭，带有爆破 装药,"ROCKETS, LIQUID FUELLED with bursting charge",1.1J,-,-,-,0,E0,P101,-,-,-
0398,液体燃料火箭，带有爆破 装药,"ROCKETS, LIQUID FUELLED with bursting charge",1.2J,-,-,-,0,E0,P101,-,-,-
0399,装有易燃液体的炸弹，带 有爆破装药,BOMBS WITH FLAMMABLE LIQUID with bursting charge,1.1J,-,-,-,0,E0,P101,-,-,-
0400,装有易燃液体的炸弹，带 有爆破装药,BOMBS WITH FLAMMABLE LIQUID with bursting charge,1.2J,-,-,-,0,E0,P101,-,-,-
0401,二苦硫，干的或湿的，按质 量含水低于 10%,"DIPICRYL SULPHIDE, dry or wetted with less than 10% water, by mass",1.1D,-,-,-,0,E0,P112(a) P112(b) P112(c),-,-,-
0402,高氯酸铵,AMMONIUM PERCHLORATE,1.1D,-,-,152,0,E0,P112(b) P112(c),-,-,-
0403,空投照明弹,"FLARES, AERIAL",1.4G,-,-,-,0,E0,P135,-,-,-
0404,空投照明弹,"FLARES, AERIAL",1.4S,-,-,-,0,E0,P135,-,-,-
0405,信号弹药筒,"CARTRIDGES, SIGNAL",1.4S,-,-,-,0,E0,P135,-,-,-
0406,二亚硝基苯,DINITROSOBENZENE,1.3C,-,-,-,0,E0,P114(b),-,-,-
0407,四唑-1-乙酸,TETRAZOL-1-ACETIC ACID,1.4C,-,-,-,0,E0,P114(b),-,-,-
0408,起爆引信，带有保险装置,"FUZES, DETONATING with protective features",1.1D,-,-,-,0,E0,P141,-,-,-
0409,起爆引信，带有保险装置,"FUZES, DETONATING with protective features",1.2D,-,-,-,0,E0,P141,-,-,-
0410,起爆引信，带有保险装置,"FUZES, DETONATING with protective features",1.4D,-,-,-,0,E0,P141,-,-,-
0411,"季戊四醇四硝酸酯(季戊 炸药;太安;PETN),按质 量含蜡不低于7%","PENTAERYTHRITE TETRA-NITRATE (PENTAERYTHRITOL TETRANITRATE; PETN) with not less than 7% wax, by mass",1.1D,-,-,131,0,E0,P112(b) P112(c),-,-,-
0412,武器弹药筒，带有爆破 装药,CARTRIDGES FOR WEAPONS with bursting charge,1.4E,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0413,武器弹药筒，无弹头,"CARTRIDGES FOR WEAPONS, BLANK",1.2C,-,-,-,0,E0,P130 LP101,-,-,-
0414,火炮发射药,"CHARGES, PROPELLING, FOR CANNON",1.2C,-,-,-,0,E0,P130 LP101,-,-,-
0415,推进药,"CHARGES, PROPELLING",1.2C,-,-,-,0,E0,P143,PP76,-,-
0417,武器子(炮)弹，带惰性射 弹或轻武器弹药筒,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS",1.3C,-,-,-,0,E0,P130 LP101,-,-,-
0418,地面照明弹,"FLARES, SURFACE",1.1G,-,-,-,0,E0,P135,-,-,-
0419,地面照明弹,"FLARES, SURFACE",1.2G,-,-,-,0,E0,P135,-,-,-
0420,空投照明弹,"FLARES, AERIAL",1.1G,-,-,-,0,E0,P135,-,-,-
0421,空投照明弹,"FLARES, AERIAL",1.2G,-,-,-,0,E0,P135,-,-,-
0424,射弹，惰性带曳光剂,"PROJECTILES, inert with tracer",1.3G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0425,射弹，惰性带曳光剂,"PROJECTILES, inert with tracer",1.4G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0426,射弹，带有爆破装药或发 射装药,PROJECTILES with burster or expelling charge,1.2F,-,-,-,0,E0,P130 LP101,-,-,-
0427,射弹，带有爆破装药或发 射装药,PROJECTILES with burster or expelling charge,1.4F,-,-,-,0,E0,P130 LP101,-,-,-
0428,专用烟火制品,"ARTICLES, PYROTECHNIC for technical purposes",1.1G,-,-,-,0,E0,P135,-,-,-
0429,专用烟火制品,"ARTICLES, PYROTECHNIC for technical purposes",1.2G,-,-,-,0,E0,P135,-,-,-
0430,专用烟火制品,"ARTICLES, PYROTECHNIC for technical purposes",1.3G,-,-,-,0,E0,P135,-,-,-
0431,专用烟火制品,"ARTICLES, PYROTECHNIC for technical purposes",1.4G,-,-,-,0,E0,P135,-,-,-
0432,专用烟火制品,"ARTICLES, PYROTECHNIC for technical purposes",1.4S,-,-,-,0,E0,P135,-,-,-
0433,块状火药(糊状火药)，湿 的，按质量含醇不低 于 17%,"POWDER CAKE (POWDER PASTE), WETTED with not less than 17% alcohol, by mass",1.1C,-,-,266,0,E0,P111,-,-,-
0434,射弹，带有爆破装药或发 射装药,PROJECTILES with burster or expelling charge,1.2G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0435,射弹，带有爆破装药或发 射装药,PROJECTILES with burster or expelling charge,1.4G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0436,火箭，带有发射装药,ROCKETS with expelling charge,1.2C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0437,火箭，带有发射装药,ROCKETS with expelling charge,1.3C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0438,火箭，带有发射装药,ROCKETS with expelling charge,1.4C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0439,聚能装药，不带雷管,"CHARGES, SHAPED, without detonator",1.2D,-,-,-,0,E0,P137,PP70,-,-
0440,聚能装药，不带雷管,"CHARGES, SHAPED, without detonator",1.4D,-,-,-,0,E0,P137,PP70,-,-
0441,聚能装药，不带雷管,"CHARGES, SHAPED, without detonator",1.4S,-,-,347,0,E0,P137,PP70,-,-
0442,商业爆破装药，不带雷管,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",1.1D,-,-,-,0,E0,P137,-,-,-
0443,商业爆破装药，不带雷管,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",1.2D,-,-,-,0,E0,P137,-,-,-
0444,商业爆破装药，不带雷管,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",1.4D,-,-,-,0,E0,P137,-,-,-
0445,商业爆破装药，不带雷管,"CHARGES, EXPLOSIVE, COMMERCIAL without detonator",1.4S,-,-,347,0,E0,P137,-,-,-
0446,可燃空弹壳，无底火,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",1.4C,-,-,-,0,E0,P136,-,-,-
0447,可燃空弹壳，无底火,"CASES, COMBUSTIBLE, EMPTY, WITHOUT PRIMER",1.3C,-,-,-,0,E0,P136,-,-,-
0448,5-巯基四唑-1-乙酸,5-MERCAPTOTETRAZOL-1-ACETIC ACID,1.4C,-,-,-,0,E0,P114(b),-,-,-
0449,液体燃料鱼雷，带有或不 带爆破装药,"TORPEDOES, LIQUID FUELLED with or without bursting charge",1.1J,-,-,-,0,E0,P101,-,-,-
0450,液体燃料鱼雷，带惰性 弹头,"TORPEDOES, LIQUID FUELLED with inert head",1.3J,-,-,-,0,E0,P101,-,-,-
0451,鱼雷，带有爆破装药,TORPEDOES with bursting charge,1.1D,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0452,训练用手榴弹或枪榴弹,"GRENADES, PRACTICE, hand or rifle",1.4G,-,-,-,0,E0,P141,-,-,-
0453,抛绳用火箭,"ROCKETS, LINE-THROWING",1.4G,-,-,-,0,E0,P130 LP101,-,-,-
0454,点火器,IGNITERS,1.4S,-,-,-,0,E0,P142,-,-,-
0455,非电引爆雷管，爆破用,"DETONATORS, NON-ELECTRIC for blasting",1.4S,-,-,347,0,E0,P131,PP68,-,-
0456,电引爆雷管，爆破用,"DETONATORS, ELECTRIC for blasting",1.4S,-,-,347 399,0,E0,P131,-,-,-
0457,塑料胶粘爆破装药,"CHARGES, BURSTING, PLASTICS BONDED",1.1D,-,-,-,0,E0,P130 LP101,-,-,-
0458,塑料胶粘爆破装药,"CHARGES, BURSTING, PLASTICS BONDED",1.2D,-,-,-,0,E0,P130 LP101,-,-,-
0459,塑料胶粘爆破装药,"CHARGES, BURSTING, PLASTICS BONDED",1.4D,-,-,-,0,E0,P130 LP101,-,-,-
0460,塑料胶粘爆破装药,"CHARGES, BURSTING, PLASTICS BONDED",1.4S,-,-,347,0,E0,P130 LP101,-,-,-
0461,火药系部件，未另作规 定的,"COMPONENTS, EXPLOSIVE TRAIN, N. O. S.",1.1B,-,-,178 274,0,E0,P101,-,-,-
0462,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.1C,-,-,178 274,0,E0,P101,-,-,-
0463,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.1D,-,-,178 274,0,E0,P101,-,-,-
0464,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.1E,-,-,178 274,0,E0,P101,-,--,-
0465,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.1F,-,-,178 274,0,E0,P101,-,-,-
0466,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.2C,-,-,178 274,0,E0,P101,-,-,-
0467,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.2D,-,-,178 274,0,E0,P101,-,-,-
0468,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.2E,-,-,178 274,0,E0,P101,-,-,-
0469,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.2F,-,-,178 274,0,E0,P101,-,-,-
0470,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.3c,-,-,178 274,0,E0,P101,-,,-
0471,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4E,-,-,178 274,0,E0,P101,-,-,-
0472,爆炸性物品，未另作规 定的,"ARTICLES, EXPLOSIVE, N. O. S.",1.4F,-,-,178 274,0,E0,P101,-,-,-
0473,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.1A,-,-,178 274,0,E0,P101,-,-,-
0474,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.1C,-,-,178 274,0,E0,P101,-,-,-
0475,爆炸性物质，未另作规 定的,"SUBST ANCES, EXPLOSIVE, N. O. S.",1.1D,-,-,178 274,0,E0,P101,-,-,-
0476,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.1G,-,-,178 274,0,E0,P101,-,-,-
0477,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.3C,-,-,178 274,0,E0,P101,-,-,-
0478,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.3G,-,-,178 274,0,E0,P101,-,-,-
0479,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.4C,-,-,178 274,0,E0,P101,-,-,-
0480,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.4D,-,-,178 274,0,E0,P101,-,-,-
0481,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.4S,-,-,178 274,0,E0,P101,-,-,-
0482,非常不敏感爆炸性物质， 未另作规定的,"SUBST ANCES, EXPLOSIVE, VERY INSENSITIVE (SUBSTANCES, EVI), N. O. S.",1.5D,-,-,178 274,0,E0,P101,-,-,-
0483,"环三亚甲基三硝胺(旋风 炸药;黑索今;RDX),减 敏的","CYCLOTRIMETHYLENE-TRINITRAMINE (CYCLONITE;HEXOGEN; RDX), DESENSITIZED",1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0484,环四亚甲基四硝胺(奥克 托今炸药，HMX)，减敏的,"CYCLOTETRAMETHYLENE- TETRANITRAMINE(HMX; OCTOGEN), DESENSITIZED",1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0485,爆炸性物质，未另作规 定的,"SUBSTANCES, EXPLOSIVE, N. O. S.",1.4G,-,-,178 274,0,E0,P101,-,-,-
0486,极端不敏感爆炸性物品,"ARTICLES, EXPLOSIVE, EXTREMELY INSENSITIVE (ARTICLES, EEI)",1.6N,-,-,-,0,E0,P101,-,-,-
0487,发烟信号器,"SIGNALS, SMOKE",1.3G,-,-,-,0,E0,P135,-,-,-
0488,训练用弹药,"AMMUNITION, PRACTICE",1.3G,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0489,二硝基甘脲(DINGU),DINITROGLYCOLURIL(DINGU),1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0490,硝基三唑酮(NTO),NITROTRIAZOLONE(NTO),1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0491,推进药,"CHARGES, PROPELLING",1.4C,-,-,-,0,E0,P143,PP76,-,-
0492,爆炸式铁路轨道信号器,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",1.3G,-,-,-,0,E0,P135,-,-,-
0493,爆炸式铁路轨道信号器,"SIGNALS, RAILWAY TRACK, EXPLOSIVE",1.4G,-,-,-,0,E0,P135,-,-,-
0494,装药喷射式钻孔枪，油井 用，不带雷管,"JET PERFORATING GUNS, CHARGED, oil well, without detonator",1.4D,-,-,-,0,E0,P101,-,-,-
0495,液态推进剂,"PROPELLANT, LIQUID",1.3C,-,-,224,0,E0,P115,PP53 PP54 PP57 PP58,-,-
0496,奥克托纳,OCTONAL,1.1D,-,-,-,0,E0,P112(b) P112(c),-,-,-
0497,液态推进剂,"PROPELLANT, LIQUID",1.1C,-,-,224,0,E0,P115,PP53 PP54 PP57 PP58,-,-
0498,固态推进剂,"PROPELLANT, SOLID",1.1C,-,-,-,0,E0,P114(b),-,-,-
0499,固态推进剂,"PROPELLANT, SOLID",1.3C,-,-,-,0,E0,P114(b),-,-,-
0500,非电引爆雷管组件，爆 破用,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",1.4S,-,-,347,0,E0,P131,-,-,-
0501,固态推进剂,"PROPELLANT, SOLID",1.4C,-,-,-,0,E0,P114(b),-,-,-
0502,火箭，带有惰性弹头,ROCKETS with inert head,1.2C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0503,安全装置，烟火材料,"SAFETY DEVICES,PYROTECHNIC",1.4G,-,-,235 289,0,E0,P135,-,-,-
0504,1H-四唑,1H-TETRAZOLE,1.1D,-,-,-,0,E0,P112(c),PP48,-,-
0505,遇险求救信号器，船舶用,"SIGNALS, DISTRESS, ship",1.4G,-,-,-,0,E0,P135,-,-,-
0506,遇险求救信号器，船舶用,"SIGNALS, DISTRESS, ship",1.4S,-,-,-,0,E0,P135,-,-,-
0507,发烟信号器,"SIGNALS, SMOKE",1.4S,-,-,-,0,E0,P135,-,-,-
0508,1-羟基苯并三唑，无水的， 干或湿的，按质量含水小 于20%,"1-HYDROXYBENZOTRIAZOLE, ANH YDROUS, dry or wetted with less than 20% water, by mass",1.3C,-,-,-,0,E0,P114(b),PP48 PP50,-,-
0509,火药，无烟,"POWDER, SMOKELESS",1.4C,-,-,-,0,E0,P114(b),PP48,-,-
0510,火箭发动机,ROCKET MOTORS,1.4C,-,-,-,0,E0,P130 LP101,PP67 L1,-,-
0511,可编程电子引爆雷管，爆 破用,"DETONATORS, ELECTRONIC programmable for blasting",1.1B,-,-,399,0,E0,P131,-,-,-
