un_number,name_zh,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantities,excepted_quantities,packing_instruction,special_packing_provisions,portable_tank_instruction,portable_tank_special_provisions
3313,有机颜料，自热性,"ORGANIC PIGMENTS, SELF-HEATING",4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,B3,T1,TP33
3314,塑料成型化合物，呈现揉 塑团、薄片或挤压出的绳 索状，会放出易燃蒸气,"PLASTICS MOULDING COMPOUND in dough, sheet or extruded rope form evolving flammable vapour",9,-,Ⅲ,207,5 kg,E1,P002 IBC08,"PP14 B3, B6",-,-
3315,化学样品，毒性,"CHEMICAL SAMPLE, TOXIC",6.1,-,Ⅰ,250,0,E0,P099,-,-,-
3316,化学品箱或急救箱,CHEMICAL KIT or FIRST AID KIT,9,-,-,251 340,见特殊规定 251,见特殊规定 340,P901,-,-,-
3317,"2-氨基-4,6-二硝基酚,湿 的，按质量含水不低 于20%","2-AMINO-4,6-DINITROPHENOL, WETTED with not less than 20% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
3318,氨溶液，水溶液在15℃时 相对密度小于0.880，含氨 量高于50%,"AMMONIA SOLUTION, relativedensity less than 0.880 at 15 ℃ inwater, with more than 50% ammonia",2.3,8,-,23,0,E0,P200,-,T50,-
3319,固态硝化甘油混合物，退 敏的，未另作规定的，按质 量含硝化甘油高于2%，但 不高于10%,"NITROGLYCERIN MIXTURE, DESENSITIZED, SOLID, N. O. S. with more than 2% but not more than 10% nitroglycerin, by mass",4.1,-,Ⅱ,28 272 274,0,E0,P099,-,-,-
3320,硼氢化钠和氢氧化钠溶 液，按质量含硼氢化钠不 高于12%，含氢氧化钠不 高于40%,"SODIUM BOROHYDRIDE AND SODIUM H YDROXIDE SOLUTION, with not more than 12% sodium borohydride and not more than 40% sodium hydroxide by mass",8,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP2
3320,硼氢化钠和氢氧化钠溶 液，按质量含硼氢化钠不 高于12%，含氢氧化钠不 高于40%,"SODIUM BOROHYDRIDE AND SODIUM H YDROXIDE SOLUTION, with not more than 12% sodium borohydride and not more than 40% sodium hydroxide by mass",8,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP2
3321,"放射性物质，低比活度 (LSA-Ⅱ),非易裂变或例 外的易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-Ⅱ), non fissile or fissile-excepted",7,-,-,172 317 325 336,0,E0,-,见《规章范本》2.7 和 4.1.9,,
3321,"放射性物质，低比活度 (LSA-Ⅱ),非易裂变或例 外的易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-Ⅱ), non fissile or fissile-excepted",7,-,-,172 317 325 336,0,E0,-,-,T5,TP4
3322,"放射性物质，低比活度 (LSA-Ⅲ),非易裂变或例 外的易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-Ⅲ), non fissile or fissile-excepted",7,-,-,172 317 325 336,0,E0,-,见《规章范本》2.7 和 4.1.9,T5,TP4
3322,"放射性物质，低比活度 (LSA-Ⅲ),非易裂变或例 外的易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-Ⅲ), non fissile or fissile-excepted",7,-,-,172 317 325 336,0,E0,-,-,T5,TP4
3323,放射性物质，C型包装件， 非易裂变或例外的易裂变,"RADIOACTIVE MATERIAL,TYPE C PACK AGE, non fissile or fissile-excepted",7,-,-,172 317 325,0,E0,见《规章范本》2.7 和4.1.9,-,T5,TP4
3324,"放射性物质，低比活度 (LSA-Ⅱ),易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY(LSA-Ⅱ), FISSILE",7,-,-,172 326 336,0,E0,见《规章范本》2.7 和4.1.9,-,T5,TP4
3325,"放射性物质，低比活度 (LSA-Ⅲ),易裂变","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY,(LSA-Ⅲ), FISSILE",7,-,-,172 326 336,0,E0,见《规章范本》2.7 和4.1.9,-,T5,TP4
3326,"放射性物质，表面污染物 体(SCO-I 或SCO-Ⅱ),易 裂变","RADIOACTIVE MATERIAL, SURF ACE CONTAMINATED OBJECTS (SCO-I or SCO- Ⅱ), FISSILE",7,-,-,172 336,0,E0,见《规章范本》2.7 和4.1.9,-,T5,TP4
3327,放射性物质，A型包装件， 易裂变，非特殊形式,"RADIOACTIVE MATERIAL, TYPE A PACKAGE, FISSILE, non-Special form",7,-,-,172 326,0,E0,见《规章范本》2.7 和4.1.9,,,
3328,放射性物质，B(U)型包装 件，易裂变,"RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE, FISSILE",7,-,-,172 326 337,0,E0,见《规章范本》2.7 和4.1.9,,,
3329,放射性物质，B(M)型包装 件，易裂变,"RADIOACTIVE MATERIAL, TYPE B(M) PACK AGE, FISSILE",7,-,-,172 326 337,0,E0,见《规章范本》2.7 和4.1.9,,,
3330,放射性物质，C型包装件， 易裂变,"RADIOACTIVE MATERIAL, TYPE C PACKAGE, FISSILE",7,-,-,172 326,0,E0,见《规章范本》2.7 和4.1.9,,,
3331,放射性物质，按特殊安排 运输，易裂变,"RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT, FISSILE",7,-,-,172 326,0,E0,见《规章范本》2.7 和4.1.9,,,
3332,放射性物质，A型包装件， 特殊形式，非易裂变或例 外的易裂变,"RADIOACTIVE MATERIAL, TYPE A PACK AGE, SPECIALFORM, non fissile or fissile-excepted",7,-,-,172 317,0,E0,见《规章范本》2.7 和 4.1.9,,,
3333,放射性物质，A型包装件， 特殊形式，易裂变,"RADIOACTIVE MATERIAL, TYPE A PACK AGE, SPECIAL FORM, FISSILE",7,-,-,172,0,E0,见《规章范本》2.7 和4.1.9,,,
3334,空运受管制的液体，未另 作规定的,"AVIATION REGULATED LIQUID, N. O. S.",9,-,-,106 274 276,0,E1,见《规章范本》2.7 和4.1.9,--,,-
3335,空运受管制的固体，未另 作规定的,"AVIATION REGULATED SOLID, N. O. S.",9,-,-,106 274 276,0,E1,,-,-,-
3336,液态硫醇，易燃，未另作规 定的或液态硫醇混合物， 易燃，未另作规定的,"MERCAPTANS, LIQUID, FLAMMABLE, N. O. S. or MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N. O. S.",3,-,Ⅰ,274,0,E0,P001,-,T11,TP2
3336,液态硫醇，易燃，未另作规 定的或液态硫醇混合物， 易燃，未另作规定的,"MERCAPTANS, LIQUID, FLAMMABLE, N. O. S. or MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N. O. S.",3,-,Ⅱ,274,1 L,E2,P001 IBC02,-,T7,TP1 TP8 TP28
3336,液态硫醇，易燃，未另作规 定的或液态硫醇混合物， 易燃，未另作规定的,"MERCAPTANS, LIQUID, FLAMMABLE, N. O. S. or MERCAPTAN MIXTURE, LIQUID, FLAMMABLE, N. O. S.",3,-,Ⅲ,223 274,5 L,E1,P001 IBC03 LP01,-,T4,TP1 TP29
3337,制冷气体 R404A,REFRIGERANT GAS R404A,2.2,-,-,-,120 mL,E1,P200,-,T50,-
3338,制冷气体 R407A,REFRIGERANT GAS R407A,2.2,-,-,-,120 mL,E1,P200,-,T50,-
3339,制冷气体 R407B,REFRIGERANT GAS R407B,2.2,-,-,-,120 mL,E1,P200,-,T50,-
3340,制冷气体 R407C,REFRIGERANT GAS R407C,2.2,-,-,-,120 mL,E1,P200,-,T50,-
3341,二氧化硫脲,THIOUREA DIOXIDE,4.2,-,Ⅱ,-,0,E2,P002 IBC06,B2,T3,TP33
3341,二氧化硫脲,THIOUREA DIOXIDE,4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,B3,T1,TP33
3342,黄原酸盐,XANTHATES,4.2,-,Ⅱ,-,0,E2,P002 IBC06,B2,T3,TP33
3342,黄原酸盐,XANTHATES,4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,B3,T1,TP33
3343,液态硝化甘油混合物，减 敏的，易燃，未另作规定 的，按质量含硝化甘油不 超过30%,"NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, FLAMMABLE, N. O. S. with not more than 30% nitroglycerin, by mass",3,-,-,28 274 278,0,E0,P099,-,-,-
3344,固态季戊四醇四硝酸酯 (季戊四醇四硝酸酯；季戊 炸药；太安)，减敏的，未另 作规定的，按质量含季戊 四硝酸酯不低于10%，但 不高于20%,"PENTAERYTHRITE TETRANITRATE (PENTAERYTHRITOL TETRANITRATE; PETN) MIXTURE, DESENSITIZED, SOLID, N. O. S. with more than 10% but not more than 20% PETN, by mass",4.1,-,Ⅱ,28 272 274,0,E0,P406,PP26 PP80,-,-
3345,固态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC",6.1,-,Ⅰ,61 274,0,E5,P002 IBC07,B1,T6,TP33
3345,固态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC",6.1,-,Ⅱ,⁶14,500 g,E4,P002 IBC08,"B2, B4",T3,TP33
3345,固态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, SOLID, TOXIC",6.1,-,Ⅲ,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
3346,液态苯氧基乙酸衍生物农 药，易燃，毒性，闪点低于 23 ℃,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23 ℃",3,6.1,Ⅰ,61 274,0,E0,P001,-,T14,TP2 TP13 TP27
3346,液态苯氧基乙酸衍生物农 药，易燃，毒性，闪点低于 23 ℃,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, flash point less than 23 ℃",3,6.1,Ⅱ,61 274,1 L,E2,P001 IBC02,-,T11,TP2 TP13 TP27
3347,液态苯氧基乙酸衍生物农 药，毒性，易燃，闪点不低 于23℃,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23℃",6.1,3,Ⅰ,61 274,0,E5,P001,—,T14,TP2 TP13 TP27
3347,液态苯氧基乙酸衍生物农 药，毒性，易燃，闪点不低 于23℃,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23℃",6.1,3,Ⅱ,61 274,100 mL,E4,P001 IBC02,—,T11,TP2 TP13 TP27
3347,液态苯氧基乙酸衍生物农 药，毒性，易燃，闪点不低 于23℃,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC, FLAMMABLE, flash point not less than 23℃",6.1,3,Ⅲ,61 223 274,5 L,E1,P001 IBC03,—,T7,TP2 TP28
3348,液态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC",6.1,—,Ⅰ,⁶14,0,E5,P001,—,T14,TP2 TP13 TP27
3348,液态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC",6.1,—,Ⅱ,61 274,100 mL,E4,P001 IBC02,—,T11,TP2 TP27
3348,液态苯氧基乙酸衍生物农 药，毒性,"PHENOXYACETIC ACID DERIVATIVE PESTICIDE, LIQUID, TOXIC",6.1,—,Ⅲ,61 223 274,5 L,E1,P001 IBC03 LP01,—,T7,TP2 TP28
3349,固态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE,SOLID, TOXIC",6.1,—,Ⅰ,61 274,0,E5,P002 IBC07,B1,T6,TP33
3349,固态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE,SOLID, TOXIC",6.1,—,Ⅱ,61/24,500 g,E4,P002 IBC08,"B2, B4",T3,TP33
3349,固态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE,SOLID, TOXIC",6.1,—,Ⅲ,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
3350,液态拟除虫菊酯农药，易 燃，毒性，闪点低于23℃,"PYRETHROID PESTICIDE,LIQUID, FLAMMABLE, TOXIC, flash point less than 23℃",3,6.1,Ⅰ,61 274,0,E0,P001,—,T14,TP2 TP13 TP27
3350,液态拟除虫菊酯农药，易 燃，毒性，闪点低于23℃,"PYRETHROID PESTICIDE,LIQUID, FLAMMABLE, TOXIC, flash point less than 23℃",3,6.1,Ⅱ,61 274,1 L,E2,P001 IBC02,—,T11,TP2 TP13 TP27
3351,液态拟除虫菊酯农药，毒 性，易燃，闪点不低于23℃,"PYRETHROID PESTICIDE,LIQUID, TOXIC, FLAMMABLE, flash point not less than 23 ℃",6.1,3,Ⅰ,61 274,0,E5,P001,-,T14,TP2 TP13 TP27
3351,液态拟除虫菊酯农药，毒 性，易燃，闪点不低于23℃,"PYRETHROID PESTICIDE,LIQUID, TOXIC, FLAMMABLE, flash point not less than 23 ℃",6.1,3,Ⅱ,61 274,100 mL,E4,P001 IBC02,-,T11,TP2 TP13 TP27
3351,液态拟除虫菊酯农药，毒 性，易燃，闪点不低于23℃,"PYRETHROID PESTICIDE,LIQUID, TOXIC, FLAMMABLE, flash point not less than 23 ℃",6.1,3,Ⅲ,61 223 274,5 L,E1,P001 IBC03,-,T7,TP2 TP28
3352,液态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE, LIQUID, TOXIC",6.1,-,Ⅰ,61 274,0,E5,P001,-,T14,TP2 TP13 TP27
3352,液态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE, LIQUID, TOXIC",6.1,-,Ⅱ,61 274,100 mL,E4,P001 IBC02,-,T11,TP2 TP27
3352,液态拟除虫菊酯农药， 毒性,"PYRETHROID PESTICIDE, LIQUID, TOXIC",6.1,-,Ⅲ,61 223 274,5 L,E1,P001 IBC03 LP01,-,T7,TP2 TP28
3354,气体杀虫剂，易燃，未另作 规定的,"INSECTICIDE GAS, FLAMMABLE, N. O. S.",2.1,-,-,274,0,E0,P200,-,-,-
3355,气体杀虫剂，毒性，易燃， 未另作规定的,"INSECTICIDE GAS, TOXIC, FLAMMABLE, N. O. S.",2.3,2.1,-,274,0,E0,P200,-,-,-
3356,化学氧气发生器,"OXYGEN GENERATOR, CHEMICAL",5.1,-,-,284,0,E0,P500,-,-,-
3357,液态硝化甘油混合物，减 敏的，未另作规定的，按质 量含硝化甘油不高于 30%,"NITROGLYCERIN MIXTURE, DESENSITIZED, LIQUID, N. O. S. with not more than 30% nitroglycerin, by mass",3,-,Ⅱ,28 274 288,0,E0,P099,-,-,-
3358,制冷机，装有易燃无毒液 化气体,"REFRIGERATING MACHINES containing flammable, non-toxic, liquefied gas",2.1,-,-,291,0,E0,P003,PP32,-,-
3359,熏蒸过的货物运输装置,FUMIGATED CARGO TRANSPORT UNIT,9,-,-,302,0,E0,无,-,-,-
3360,植物纤维，干的,"FIBRES, VEGETABLE, DRY",4.1,-,-,29 123 299,0,E0,P003,PP19,-,-
3361,氯硅烷，毒性，腐蚀性，未 另作规定的,"CHLOROSILANES, TOXIC, CORROSIVE, N. O. S.",6.1,8,Ⅱ,274,0,E0,P010,-,T14,TP2 TP7 TP13 TP27
3362,氯硅烷，毒性，腐蚀性，易 燃，未另作规定的,"CHLOROSILANES, TOXIC, CORROSIVE, FLAMMABLE, N. O. S.",6.1,3 8,Ⅱ,274,0,E0,P010,-,T14,TP2 TP7 TP13 TP27
3363,物品中的危险货物，或机 器中的危险货物，或仪器 中的危险货物,DANGEROUS GOODS IN ARTICLES or DANGEROUS GOODS IN MACHINERY or DANGEROUS GOODS IN APPARATUS,9,-,-,301,0,E0,P907,-,-,-
3364,三硝基苯酚(苦味酸)，湿 的，按质量含水不低 于10%,"TRINITROPHENOL (PICRIC ACID), WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3365,三硝基氯苯(苦基氯)，湿 的，按质量含水不低 于10%,"TRINITROCHLORO-BENZENE(PICRYL CHLORIDE),WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3366,三硝基甲苯(梯恩梯)，湿 的，按质量含水不低 于10%,"TRINITROTOLUENE(TNT),WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3367,三硝基苯，湿的，按质量含 水不低于10%,"TRINITROBENZENE, WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3368,三硝基苯甲酸，湿的，按质 量含水不低于10%,"TRINITROBENZOIC ACID, WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3369,二硝基邻甲苯酚钠，湿的， 按质量含水不低于10%,"SODIUM DINITRO-o-CRESOLATE, WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP24,-,-
3370,硝酸脲，湿的，按质量含水 不低于10%,"UREA NITRATE, WETTED, with not less than 10% water by mass",4.1,-,Ⅰ,28,0,E0,P406,PP78,-,-
3371,2-甲基丁醛,2-METHYLBUTANAL,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
3373,B 类生物物质,"BIOLOGICAL SUBSTANCE, CATEGORY B",6.2,-,-,319 341,0,E0,P650,-,T1 BK1 BK2,TP1
3374,乙炔，无溶剂,"ACETYLENE, SOLVENT FREE",2.1,-,-,-,0,E0,P200,-,-,-
3375,硝酸铵乳胶，或悬浮体，或 凝胶，爆破炸药的中间体,"AMMONIUM NITRATE EMULSION or SUSPENSION or GEL, intermediate for blasting explosives",5.1,-,Ⅱ,309,0,E2,P505 IBC02,B16,T1,TP1 TP9 TP17 TP32
3376,4-硝基苯肼，按质量含水不 低于30%,"4-NITROPHENYL-HYDRAZINE, with not less than 30% water, by mass",4.1,-,Ⅰ,28,0,E0,P406,PP26,-,-
3377,过硼酸钠一水合物,SODIUM PERBORATE MONOHYDRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
3378,过氧碳酸钠,SODIUM CARBONATE PEROXYHYDRATE,5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3 BK1 BK2,TP33
3378,过氧碳酸钠,SODIUM CARBONATE PEROXYHYDRATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33
3379,液态退敏爆炸物，未另作 规定的,"DESENSITIZED EXPLOSIVE, LIQUID, N. O. S.",3,-,Ⅰ,274 311,0,E0,P099,-,-,-
3380,固态退敏爆炸物，未另作 规定的,"DESENSITIZED EXPLOSIVE, SOLID, N. O. S.",4.1,-,Ⅰ,274 311 394,0,E0,P099,-,-,-
3381,"吸入毒性液体，未另作规 定的，LC₅₀低于或等于 200 mL/m³, 且饱和蒸汽 浓度高于或等于500 LC₅₀","TOXIC BY INHALATION LIQUID, N. O. S. with an LCsolower than or equal to 200 mL/m³ and saturated vapour concentration greater than or equal to 500 LC₅₀",6.1,-,Ⅰ,274,0,E0,P601,-,T22,TP2 TP13
3382,"吸入毒性液体，未另作规 定的，LC₃₀低于或等于 1000 mL/m³,且饱和蒸汽 浓度高于或等于10 LC₅₀","TOXIC BY INHALATION LIQUID, N. O. S. with an LC₅₀ lower than or equal to 1 000 mL/m³ and saturated vapour concentration greater than or equal to 10 LCso",6.1,-,Ⅰ,274,0,E0,P602,-,T20,TP2 TP13
3383,"吸入毒性液体，易燃，未另 作规定的，LCs₀低于或等 于200 mL/m³,且饱和蒸 汽浓度高于或等于 500 LCso","TOXIC BY INHALATION LIQUID, FLAMMABLE, N. O. S. with an LCso lower than or equal to 200 mL/m³ and saturated vapour concentration greater than or equal to 500 LCso",6.1,3,Ⅰ,274,0,E0,P601,-,T22,TP2 TP13
3384,"吸入毒性液体，易燃，未另 作规定的，LC₅₀低于或等 于1000 mL/m³,且饱和 蒸汽浓度高于或等于 10 LC₅₀","TOXIC BY INHALATION LIQUID, FLAMMABLE, N. O. S. with an LCso lower than or equal to 1 000 mL/m³ and saturated vapour concentration greater than or equal to 10 LCso",6.1,3,Ⅰ,274,0,E0,P602,-,T20,TP2 TP13
3385,"吸入毒性液体，遇水反应， 未另作规定的，LC₃₀低于 或等于200 mL/m³,且饱 和蒸汽浓度高于或等于 500 LCso","TOXIC BY INHALATION LIQUID, WATER- REACTIVE, N. O. S. with an LC₅₀ lower than or equal to 200 mL/m³ and saturated vapour concentration greater than or equal to 500 LC₅₀",6.1,4.3,Ⅰ,274,0,E5,P601,-,T22,TP2 TP13
3386,"吸入毒性液体，遇水反应， 未另作规定的，LC₅₀低于 或等于1000 mL/m³,且 饱和蒸汽浓度高于或等于 10 LC₅₀","TOXIC BY INHALATION LIQUID, W ATER- REACTIVE, N. O. S. with an LC₅。 lower than or equal to 1 000 mL/m³ and saturated vapour concentration greater than or equal to 10 LC50",6.1,4.3,Ⅰ,274,0,E0,P602,-,T20,TP2 TP13
3387,"吸入毒性液体，氧化性，未 另作规定的，LC₅₀低于或 等于 200 mL/m³,且饱和 蒸汽浓度高于或等于 500 LC₃₀","TOXIC BY INHALATION LIQUID, OXIDIZING, N. O. S. with an LC₅。 lower than or equal to 200 mL/m³ and saturated vapour concentration greater than or equal to 500 LCso",6.1,5.1,Ⅰ,274,0,E0,P601,-,T22,TP2 TP13
3388,"吸入毒性液体，氧化性，未 另作规定的，LC₅₀低于或 等于1000 mL/m³,且饱 和蒸汽浓度高于或等于 10 LC₅₀","TOXIC BY INHALATION LIQUID, OXIDIZING, N. O. S. with an LC₅₀ lower than or equal to 1 000 mL/m³ and saturated vapour concentration greater than or equal to 10 LCso",6.1,5.1,Ⅰ,274,0,E0,P602,-,T20,TP2 TP13
3389,"吸入毒性液体，腐蚀性，未 另作规定的，LC₅₀低于或 等于200 mL/m³,且饱和 蒸汽浓度高于或等于 500 LC₅₀","TOXIC BY INHALATION LIQUID, CORROSIVE, N. O. S. with an LCs。 lower than or equal to 200 mL/m³ and saturated vapour concentration greater than or equal to 500 LCso",6.1,8,Ⅰ,274,0,E0,P601,-,T22,TP2 TP13
3390,"吸入毒性液体，腐蚀性，未 另作规定的，LC₅₀低于或 等于1000 mL/m³,且饱 和蒸汽浓度高于或等于 10 LC₅₀","TOXIC BY INHALATION LIQUID, CORROSIVE, N. O. S. with an LCso lower than or equal to 1 000 mL/m³ and saturated vapour concentration greater than or equal to 10 LC50",6.1,8,Ⅰ,274,0,E0,P602,-,T20,TP2 TP13
3391,固态有机金属物质，发火,"ORGANOMETALLIC SUBSTANCE, SOLID,PYROPHORIC",4.2,—,Ⅰ,274,0,E0,P404,PP86,T21,TP7 TP33 TP36
3392,液态有机金属物质，发火,"ORGANOMETALLIC SUBSTANCE, LIQUID,PYROPHORIC",4.2,-,Ⅰ,274,0,E0,P400,PP86,T21,TP2 TP7 TP36
3393,固态有机金属物质，发火， 遇水反应,"ORGANOMETALLIC SUBSTANCE, SOLID, PYROPHORIC, W ATER-REACTIVE",4.2,4.3,Ⅰ,274,0,E0,P404,PP86,T21,TP7 TP33 TP36 TP41
3394,液态有机金属物质，发火， 遇水反应,"ORGANOMETALLIC SUBSTANCE, LIQUID, PYROPHORIC, W ATER-REACTIVE",4.2,4.3,Ⅰ,274,0,E0,P400,PP86,T21,TP2 TP7 TP36 TP41
3395,固态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE",4.3,-,Ⅰ,274,0,E0,P403,-,T9,TP7 TP33 TP36 TP41
3395,固态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE",4.3,-,Ⅱ,274,500 g,E2,P410 IBC04,-,T3,TP33 TP36 TP41
3395,固态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE",4.3,-,Ⅲ,223 274,1 kg,E1,P410 IBC06,-,T1,TP33 TP36 TP41
3396,固态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE",4.3,4.1,Ⅰ,274,0,E0,P403,-,T9,TP7 TP33 TP36 TP41
3396,固态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE",4.3,4.1,Ⅱ,274,500 g,E2,P410 IBC04,-,T3,TP33 TP36 TP41
3396,固态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, FLAMMABLE",4.3,4.1,Ⅲ,223 274,1 kg,E1,P410 IBC06,-,T1,TP33 TP36 TP41
3397,固态有机金属物质，遇水 反应，自热性,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING",4.3,4.2,Ⅰ,274,0,E0,P403,-,T9,TP7 TP33 TP36 TP41
3397,固态有机金属物质，遇水 反应，自热性,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING",4.3,4.2,Ⅱ,274,500 g,E2,P410 IBC04,-,T3,TP33 TP36 TP41
3397,固态有机金属物质，遇水 反应，自热性,"ORGANOMETALLIC SUBSTANCE, SOLID, WATER-REACTIVE, SELF-HEATING",4.3,4.2,Ⅲ,223 274,1 kg,E1,P410 IBC06,-,T1,TP33 TP36 TP41
3398,液态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE",4.3,-,Ⅰ,274,0,E0,P402,-,T13,TP2 TP7 TP36 TP41
3398,液态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE",4.3,-,Ⅱ,274,500 mL,E2,P001 IBC01,-,T7,TP2 TP7 TP36 TP41
3398,液态有机金属物质，遇水 反应,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE",4.3,-,Ⅲ,223 274,1 L,E1,P001 IBC02,-,T7,TP2 TP7 TP36 TP41
3399,液态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE",4.3,3,Ⅰ,274,0,E0,P402,-,T13,TP2 TP7 TP36 TP41
3399,液态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE",4.3,3,Ⅱ,274,500 mL,E2,P001 IBC01,-,T7,TP2 TP7 TP36 TP41
3399,液态有机金属物质，遇水 反应，易燃,"ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE",4.3,3,Ⅲ,223 274,1 L,E1,P001 IBC02,-,T7,TP2 TP7 TP36 TP41
3400,固态有机金属物质，自 热性,"ORGANOMETALLIC SUBSTANCE, SOLID, SELF-HEATING",4.2,-,Ⅱ,274,500 g,E2,P410 IBC06,-,T3,TP33 TP36
3400,固态有机金属物质，自 热性,"ORGANOMETALLIC SUBSTANCE, SOLID, SELF-HEATING",4.2,-,Ⅲ,223 274,1 kg,E1,P002 IBC08,-,T1,TP33 TP36
3401,固态碱金属汞齐,"ALKALI METAL AMALGAM, SOLID",4.3,-,Ⅰ,182,0,E0,P403,-,T9,TP7 TP33
3402,固态碱土金属汞齐,"ALKALINE EARTH METAL AMALGAM,SOLID",4.3,-,Ⅰ,183,0,E0,P403,-,T9,TP7 TP33
3403,固态钾金属合金,"POTASSIUM METAL ALLOYS, SOLID",4.3,-,Ⅰ,-,0,E0,P403,-,T9,TP7 TP33
3404,固态钾钠合金,"POTASSIUM SODIUM ALLOYS, SOLID",4.3,-,Ⅰ,-,0,E0,P403,-,T9,TP7 TP33
